name,brandName,regularPrice,finalPrice
Gordon Brush Mfg. Co. Gordon Brush 0733-02000 Red Sable Shader-2- Case Of 36,Gordon Brush Mfg. Co.,343.10,140.30
Gordon Brush Mfg. Co. Gordon Brush 0901-02000 Pure Red Sable Liner-2- Case Of 36,Gordon Brush Mfg. Co.,343.10,140.30
Gordon Brush Mfg. Co. Gordon Brush 6026-00075 Chalkette White Bristle-0.75 In. Case Of 36,Gordon Brush Mfg. Co.,343.10,140.30
Gordon Brush Mfg. Co. Gordon Brush 0109-00000 Doll Special Lip Pure Red Sable- Case Of 36,Gordon Brush Mfg. Co.,343.10,140.30
Gordon Brush Mfg. Co. Redtree R18011 1 Red Sable Round Artist Brush- Case Of 96,Gordon Brush Mfg. Co.,342.30,139.98
Gordon Brush Mfg. Co. Gordon Brush 0987-00075 Black Bristle-0.75 In. Fitch 1.5 In. Trim   Case of 12,Gordon Brush Mfg. Co.,340.20,139.14
"GloMania 6 color set glow in the dark paint, luminous, glowing 4oz",GloMania,173.80,138.98
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451430 3 In. Radiator Paint Brush- Bent Wood Handle- Case Of 12,Gordon Brush Mfg. Co.,325.64,138.98
iwata-medea r 2001 revolution bcr set,Iwata,173.69,138.89
Gordon Brush Mfg. Co. Gordon Brush 0034-06000 White Taklon Fan-6- Case Of 24,Gordon Brush Mfg. Co.,339.15,138.72
FOLKART 6 pack: folkart color shift gloss metallic acrylic paint,FOLKART,173.36,138.63
FOLKART 6 pack: folkart color shift gloss metallic acrylic paint,FOLKART,173.36,138.63
FOLKART 6 pack: folkart color shift gloss metallic acrylic paint,FOLKART,173.36,138.63
Sax Optimum Golden Taklon Paint Brush Set- Green- Set - 72,Sax,346.45,138.58
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451620 2 In. Lark Synthetic Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,338.78,138.57
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451020 2 In. Queen Wood Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,338.08,138.29
jerry\'s artarama gamblin artist oil paint set for professionals - grey set - 37ml tubes,jerry\'s artarama,172.55,137.98
iwata revolution 4530 hp-cr3 gravity feed dual action airbrush,Iwata,222.83,178.14
Gordon Brush Mfg. Co. Gordon Brush 1S9 .38 In. Diameter .010 Static Dissipative Nylon And Zinc Plated Steel Applicator Brush   Case of 25,Gordon Brush Mfg. Co.,330.04,137.68
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 450012 2 Fawn Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,335.95,137.44
THE CHENILLE KRAFT COMPANY Chenille Kraft Company  No Spill Paint Cups-10/Pk Dual Lid Storage Cups,THE CHENILLE KRAFT COMPANY,90.85,47.74
Dynasty C-400 Sapphire Round Synthetic Fiber Short Acrylic Handle Paint Brush Assortment- Clear With Blue- Pack - 72,Dynasty,325.22,136.95
Gordon Brush Mfg. Co. Gordon Brush 0440-00037 Lsoh Brown Ox Hair Stroke- Case Of 36,Gordon Brush Mfg. Co.,334.45,136.84
Gordon Brush Mfg. Co. Gordon Brush 6116-00062 New Yorker Camox Brush-0.62 In. Case Of 36,Gordon Brush Mfg. Co.,334.45,136.84
Gordon Brush Mfg. Co. Gordon Brush 6080-04000 Goldina Sabeline-4- Case Of 36,Gordon Brush Mfg. Co.,334.45,136.84
Gordon Brush Mfg. Co. Gordon Brush 0430-00300 Pure Red Sable Pointer 3-0- Case Of 36,Gordon Brush Mfg. Co.,334.45,136.84
Magnolia Brush Manufacturers Inc Magnolia Brush 455-3518LH 18 in. Brown Plas & Silverflag Plas Floor Brush,Magnolia Brush Manufacturers Inc,327.91,136.81
Gordon Brush Mfg. Co. Gordon Brush 0867-14000 Gold Taklon Shader-14- Case Of 12,Gordon Brush Mfg. Co.,334.20,136.74
Gordon Brush Mfg. Co. Gordon Brush 0317-12000 White Bristle Bright Brushes -12- Case Of 12,Gordon Brush Mfg. Co.,334.20,136.74
"schmincke - horadam gouache, 5 x 15 ml tubes, 727 131 097, 5 finest gouache colors in a wooden box, highest concentration of ",Schmincke,170.90,136.66
jerry\'s artarama gamblin artist oil paint set for professionals - violet set - 37ml tubes,jerry\'s artarama,170.89,136.65
Dynasty C-400 Sapphire Round Synthetic Fiber Short Acrylic Handle Paint Brush Assortment&#44; Clear With Blue&#44; Pack - 72,Dynasty,324.34,136.60
OfficeTop 18 in. Brown Plas & Silverflag Plas Floor Brush,OfficeTop,327.04,136.46
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451220 2 In. The Fooler Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,330.22,136.36
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451920 2 In. Royal Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,333.13,136.31
Gracia TS Airbrush in Wood Case with 4 Head Sizes,Gracia,321.21,136.26
michael harding pyrrole red (250ml),Michael Harding,169.95,135.90
Gordon Brush Mfg. Co. Gordon Brush 6109-10000 Mb Pointer Squirrel Brush-10- Case Of 6,Gordon Brush Mfg. Co.,332.10,135.90
Gordon Brush Mfg. Co. Gordon Brush 6108-10000 Mb Shader Squirrel Brush-10- Case Of 6,Gordon Brush Mfg. Co.,332.10,135.90
Gordon Brush Mfg. Co. Gordon Brush 6110-10000 Mb Short Shader Squirrel Brush-10- Case Of 6,Gordon Brush Mfg. Co.,332.10,135.90
sparmax side & bottom feed dh125 airbrush,Sparmax,167.97,134.32
cameleon 12 color face paint palettes - base (10 gm),Cameleon,169.83,135.81
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 452230 3 In. Chip Bristle Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,330.30,135.18
Gordon Brush Mfg. Co. Gordon Brush 0770-05000 Red Sable Round-5- Case Of 24,Gordon Brush Mfg. Co.,330.28,135.17
"holbein irodori artist gouache - autumn, set of 12, 15 ml, tubes",Holbein,169.07,135.20
Gordon Brush Mfg. Co. Gordon Brush 0035-02000 White Taklon Liner-2- Case Of 36,Gordon Brush Mfg. Co.,329.75,134.96
Gordon Brush Mfg. Co. Gordon Brush 0941-05000 Camel Hair Round Brush -5- Case Of 36,Gordon Brush Mfg. Co.,329.75,134.96
"r&f 124j encaustic paint 333ml, provence blue",R&F,168.06,134.39
"paasche airbrush airbrush, tg#2-ad",Paasche Airbrush,167.78,134.17
Gordon Brush Mfg. Co. Gordon Brush 0430-01000 Pure Red Sable Pointer-1- Case Of 24,Gordon Brush Mfg. Co.,327.13,133.91
Gordon Brush Mfg. Co. Gordon Brush 0115-00000 Doll Glaze- Brnox - Case Of 24,Gordon Brush Mfg. Co.,327.13,133.91
Gordon Brush Mfg. Co. Gordon Brush 0316-08000 White Bristle Round Brushes -8   Case of 12,Gordon Brush Mfg. Co.,326.43,133.63
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 452225 2.50 In. Chip Bristle Paint Brush- Case Of 24,Gordon Brush Mfg. Co.,325.38,133.21
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451410 1 In. Radiator Paint Brush- Bent Wood Handle- Case Of 24,Gordon Brush Mfg. Co.,325.38,133.21
"BLACK DIAMOND PIGMENTS 462g/16.5oz (bulk pack)""deep blue sea"" mica powder pigment 11(1.5oz/42g containers) black diamond pigments by ccs",BLACK DIAMOND PIGMENTS,166.42,133.08
Gordon Brush Mfg. Co. Gordon Brush 6146-05000 Scripto Pure Red Sable-5- Case Of 12,Gordon Brush Mfg. Co.,324.28,132.77
Gordon Brush Mfg. Co. Gordon Brush 6160-06000 Stubby White Bristle-6- Case Of 24,Gordon Brush Mfg. Co.,321.40,131.62
Gordon Brush Mfg. Co. Gordon Brush 6158-06000 Stubbette White Bristle-6- Case Of 24,Gordon Brush Mfg. Co.,321.40,131.62
Gordon Brush Mfg. Co. Gordon Brush 0941-10000 Camel Hair Round Brush -10- Case Of 24,Gordon Brush Mfg. Co.,321.40,131.62
Gordon Brush Mfg. Co. Gordon Brush 6080-08000 Goldina Sabeline-8- Case Of 24,Gordon Brush Mfg. Co.,321.40,131.62
Gordon Brush Mfg. Co. Gordon Brush 0945-11000 Camel Hair Water Color Brush 11- Case Of 24,Gordon Brush Mfg. Co.,321.40,131.62
Deco Art 6 packs: 12 ct. (72 total) americana premium acrylic paint value pack,Deco Art,164.53,131.57
paasche airbrush si-3-191 airbrush sets,Paasche Airbrush,164.44,131.50
Gordon Brush Mfg. Co. Gordon Brush 0996-05000 Pure Red Stable Kolinsky Water Color Brush -5- Case Of 6,Gordon Brush Mfg. Co.,320.60,131.30
iwata - revolution cr airbrush (4247),Iwata,163.94,131.10
"holbein irodori artist gouache - spring, set of 12, 15 ml, tubes",Holbein,163.94,131.10
"colorations tempera paints, 16 fl oz, set of 19 colors, non toxic, vibrant, bold, kids paint, craft, hobby, arts & crafts, fu",Colorations,163.92,131.09
Gordon Brush Mfg. Co. Gordon Brush 0036-10000 White Taklon Round-10   Case of 12,Gordon Brush Mfg. Co.,320.08,131.09
"viswin 74 pcs premium acrylic painting set, painting kit with tabletop sketch box, 48 colors acrylic paints, canvas panels, n",viswin,163.92,131.09
Gordon Brush Mfg. Co. Gordon Brush 1111-10000 Golden Max Slant-10- Case Of 12,Gordon Brush Mfg. Co.,320.08,131.09
lukas 1862 artists' oil paint master quality german engineered oil-based art paints - 200ml single tubes - [cerulean blue],Lukas,163.92,131.09
We R Memory Keepers 6 pack: we r memory keepers spin it pro tumbler arm upgrade kit,We R Memory Keepers,163.70,130.91
WINSOR & NEWTON 12 pack: winsor & newton cotman series 111 short handle round brush,WINSOR & NEWTON,163.70,130.91
"Artists Loft michaels bulk 8 pack: acrylic paint by artist's loft, 16.9oz.",Artists Loft,163.36,130.64
Gordon Brush Mfg. Co. Gordon Brush 0034-04000 White Taklon Fan-4- Case Of 24,Gordon Brush Mfg. Co.,318.78,130.57
Breathing Color white gesso canvas primer (1 gallon bundle),Breathing Color,163.05,130.39
"sennelier french artists' watercolor plastic travel set, 0.33 fl oz (pack of 8), multicolor",Sennelier,162.52,129.97
Dynasty C-300 Sapphire Flat Fine Synthetic Fiber Short Acrylic Handle Paint Brush Assortment&#44; Clear&#44; Pack - 72,Dynasty,327.95,131.18
Gordon Brush Mfg. Co. Gordon Brush 0037-16000 White Taklon Bright-16- Case Of 12,Gordon Brush Mfg. Co.,316.95,129.84
"gsi creos mr. procon boy lwa airbrush, 0.5mm (gnz-ps266)",GSI Creos,162.02,129.57
Paasche VLST-3W Wood Box Set with All Three Heads for VLSTPRO Airbrush,Paasche,303.80,129.48
Badger Air Brush badger air-brush co. 46-6 stencil film,Badger Air Brush,161.62,129.25
New Color Wood Box Set with All Three Heads for VLSTPRO Airbrush,New Color,302.92,129.13
tsukineko 100-piece bulk pack sponge daubers,Tsukineko,161.30,128.99
Gordon Brush Mfg. Co. Milwaukee Dustless Brush 451720 2 In. Matey Synthetic Paint Brush- Case Of 12,Gordon Brush Mfg. Co.,314.78,128.97
Gordon Brush Mfg. Co. Gordon Brush 0611-12000 Red Sable Shader-12   Case of 12,Gordon Brush Mfg. Co.,313.38,128.41
Flood fld4-04 / fld4-04-1/pack artecho pouring effects premium flow medium half gallon/64oz for acrylic paint (3 pack),Flood,160.28,128.18
We R Memory Keepers 12 pack: we r memory keepers spin it epoxy mixing supplies kit,We R Memory Keepers,159.57,127.61
"Princeton Artist Brush Co Princeton Brush Kolinsky Red Sable Short Handle Brush, Round, 10",Princeton Artist Brush Co,178.61,127.58
"r&f encaustic paint, 333ml, indanthrone blue",R&F,159.42,127.49
"r&f 124h encaustic paint 333ml, magenta earth",R&F,159.42,127.49
Paasche MIL-3W Wood Box Set with All Three Heads for MIL Airbrush,Paasche,298.30,126.76
New Color Wood Box Set with All Three Heads for MIL Airbrush,New Color,297.43,126.41
"Artists Loft michaels bulk 6 pack: white acrylic gesso by artist's loft, 64oz.",Artists Loft,157.74,126.15
"sennelier french artists' watercolor metal tin set, 0.33 fl oz (pack of 12), multicolor",Sennelier,157.69,126.11
Paasche TG-3F Double Action Gravity Feed Airbrush Set with All Three Heads & Fan Aircap,Paasche,294.17,124.85
"trekell opal bristle acrylic paint brush set - assorted professional paint brushes designed for acrylic and oil paint - 10"" b",trekell,156.05,124.80
Paasche TGX-0L 0.2 mm Vision Airbrush with Head,Paasche,294.23,124.71
New Color TGX-0L 0.2 mm Vision Airbrush with Head,New Color,293.35,124.36
Lauer Custom Weaponry 2PF Paasche Advanced Airbrush Kit,Lauer Custom Weaponry,296.06,124.32
Vertex Paasche Advanced Airbrush Kit,Vertex,295.18,123.97
pointzero multi-purpose airbrush kit with compressor crafts hobby art cake decorating,PointZero,154.80,123.80
paasche airbrush rg-1-191 airbrush sets,Paasche Airbrush,169.00,135.14
Golden Artist Colors golden fluid acrylics - benzimidazolone yellow medium 32 oz bottle,Golden Artist Colors,153.63,122.87
Dynasty B-900 Cylinder White Taklon Short Wood Handle Paint Brush- Set - 120,Dynasty,289.97,122.85
colorations acrylic paint & canvas set with bonus stickers,Colorations,153.48,122.75
Classroom Creations B-900 Cylinder White Taklon Short Wood Handle Paint Brush- Set - 120,Classroom Creations,289.09,122.50
Paasche Airbrush Wood Box Set with Mil All Three Heads,Paasche Airbrush,287.57,122.21
Craft Smart michaels bulk 12 packs: 12 ct. (144 total) acrylic paint value pack by craft smart,Craft Smart,152.78,122.19
"ARTEBU art supplies 129 piece deluxe artist painting set with aluminum and solid beech wood easel, 96 paints, 10 canvases, 30 paintb",ARTEBU,152.53,121.99
"PAINTS urban landscapes acrylic 12 color paint set, 20ml",PAINTS,152.53,121.99
No-Name Brand createx 2oz candy2o most popular paint set with reducer and 4050+ umos,No-Name Brand,152.53,121.99
"master airbrush multi-purpose airbrush kit with mini compressor, dual-action gravity feed airbrush. air hose and 8 color tatt",Master Airbrush,152.53,121.99
"PAINTS landscape acrylic 12 color paint set, 20ml",PAINTS,152.53,121.99
ophir red cake decorating tools airbrush compressor kit for cake candy chocolate food sculpting coloring cake decoration,OPHIR,152.53,121.99
paasche raptor airbrush rg#1l with 0.25mm nozzle set. specail bonus by spraygunner: 1/8 adaprer included,Paasche,152.39,121.88
Craft Smart michaels bulk 6 packs: 24 ct. (144 total) acrylic paint set by craft smart,Craft Smart,151.71,121.33
sparmax sp35 airbrush,Sparmax,150.33,120.23
Gracia Wood Box Set with VL & All Three Heads,Gracia,281.53,121.12
"lukas studio artist oil color paints - high-pigment oil paint made with natural binder for artists, painting, color theory, g",Lukas,150.84,120.64
"lukas studio artist oil color paints - high-pigment oil paint made with natural binder for artists, painting, color theory, g",Lukas,150.84,120.64
woolsey acrylic pool paint,Woolsey,150.77,120.58
New Color Wood Box Set with All Three Heads for VL Airbrush,New Color,280.66,120.25
paasche millennium siphon feed airbrush complete,Paasche,150.01,119.98
american muscle 1929 waco straight wing rat fink rat baron 1:30 scale diecast model,American Muscle,152.02,121.58
Yescom Complete Tattoo Kit 54 Color Ink 8 Machine Guns Set LCD Power Supply Equipment,Yescom,132.90,119.90
FOLKART 6 pack: folkart treasure gold metallic paint,FOLKART,149.90,119.89
FOLKART 6 pack: folkart treasure gold metallic paint,FOLKART,149.90,119.89
FOLKART 6 pack: folkart treasure gold metallic paint,FOLKART,149.90,119.89
FOLKART 6 pack: folkart treasure gold metallic paint,FOLKART,149.90,119.89
Badger Air Brush Thayer & Chandler Omni 4000 Airbrush  Model T89,Badger Air Brush,137.72,119.72
paasche vl #3 airbrush,Paasche,149.31,119.42
bob ross r6214 473-ml liquid white - 16oz 3-pack,Bob Ross,149.31,119.42
Paasche Airbrush paasche h-202s single action airbrush kit with anodized aluminum handle,Paasche Airbrush,149.30,119.41
Zonon 240 pcs art painting kits artist paint supplies includes 144 craft brushes bulk 48 white canvas 24 easel stand 24 plastic pal,Zonon,149.15,119.29
"golden soflat acrylics, cadmium red dark, 16 fl. oz./ 473ml jar",Golden,148.74,118.96
psipro 1/5hp airbrush compressor with gravity dual-action airbrush and airbrush holder cleaning brush and 6 foot hose for mod,psipro,148.26,118.58
paasche airbrush hs-set single action siphon feed airbrush,Paasche Airbrush,148.24,118.56
"Artists Loft michaels bulk 6 pack: level 1 acrylic pouring medium by artist's loft, 16.9oz.",Artists Loft,148.05,118.41
CREATOLOGY michaels bulk 12 pack: magical ceramic 3d ornaments kit by creatology,CREATOLOGY,147.70,118.13
artist\'s loft michaels bulk 24 packs: 12 ct. (288 total) plastic paint cups by artist's loft,artist\'s loft,147.69,118.12
Salurinn Supplies Finultra 2 Angle Paint Brush - Pack of 12,Salurinn Supplies,284.70,117.66
Iwata neo bcn siphon feed dual action airbrush,Iwata,146.63,117.28
"CREATOLOGY michaels bulk 6 packs: 3 ct. (18 total) primary washable paint set by creatology, 8oz.",CREATOLOGY,146.13,116.88
FineArtStore marion street 473ml fluorescent yellow oil paint,FineArtStore,146.02,116.79
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper: f-56 | results: 1/32 inch stripe, 1/32","finesse pinstriping, inc.",145.77,116.59
AirSick Stencils biomech set airsick airbrush stencil template,AirSick Stencils,145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper f-47 | results: 1/16 inch stripe, 3/32 ","finesse pinstriping, inc.",145.77,116.59
AirSick Stencils grunge set airsick airbrush stencil template,AirSick Stencils,145.77,116.59
tamiya spray-works hg airbrush spr fine,TAMIYA,145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper: f-54 | results: 1/16 inch stripe, 1/16","finesse pinstriping, inc.",145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper: f-52 | results: 1/4 inch stripe, 1/8 i","finesse pinstriping, inc.",145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper f-50 | results: 3/32 inch stripe, 1/16 ","finesse pinstriping, inc.",145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper: f-53 | results: 1/4 inch stripe, 1/4 i","finesse pinstriping, inc.",145.77,116.59
"finesse pinstriping, inc. automotive pinstriping kit - stencil/brush/paint - pinstripe your car/truck | striper f-48 | results: 3/32 inch stripe, 3/32 ","finesse pinstriping, inc.",145.77,116.59
Dynasty C-200 Fine Ruby Synthetic Short Acrylic Handle Paint Brush Assortment- Clear- Pack - 72,Dynasty,289.30,115.72
Oruga 0.12 in. Watercolor Brush - Red Sable - 0.63 in. Trim - Round Hand,Oruga,268.89,115.41
Dynasty C-200 Fine Ruby Synthetic Short Acrylic Handle Paint Brush Assortment&#44; Clear&#44; Pack - 72,Dynasty,288.43,115.37
harder & steenbeck 126824 nozzle set 0.15 mm for cr plus fine line chrome,Harder & Steenbeck,144.09,115.25
"PAINTS grays acrylic 12 color paint set, 20ml",PAINTS,144.08,115.24
Color Splash 32-oz. color splash! acrylic paint assortment,Color Splash,144.08,115.24
"sweetysun upgraded 30psi airbrush kit, multi-functional action airbrush set with compressor for painting portable airbrush se",SweetySun,143.93,115.12
Pen2Paper 72- Interlocked Black Bristle Long Enameled Hardwood Handle Paint Brush Set - Clear,Pen2Paper,269.67,114.73
Deco Art 12 pack: decoart dazzling metallics acrylic paint,Deco Art,143.32,114.63
Deco Art 12 pack: decoart dazzling metallics acrylic paint,Deco Art,143.32,114.63
krink k-4212 piece paint marker set- vibrant and opaquefine artpaintpenfor any surface -permanent markerwithalcohol-basedpain,Krink,143.17,114.51
dirty down combo pack,Dirty Down,139.85,111.86
HomeRoots 401519 1 x 12 x 1 in. Red Spotted Jade Faux Bamboo Decorative Calligraphy Brush,HomeRoots,275.59,113.89
"schmincke - horadam aquarell 12 half pans - standard and super granulating colors - and da vinci brush, 74630097, metal box, ",Schmincke,142.32,113.83
YSH-US ysh arts professional oil painting paper book 20 sheets acrylic oil paint creative painting canvas 8k 460x350mm office school,YSH-US,142.05,113.62
Gracia 1 x 12 x 1 in. Red Spotted Jade Faux Bamboo Decorative Calligraphy Brush,Gracia,274.72,113.54
paasche airbrush rg double action gravity feed airbrush (rg#1-ad),Paasche Airbrush,139.70,111.74
"liquitex basics acrylic paint set, 60 x 22ml (0.74-oz) tube paint set",Liquitex,139.42,111.52
"pebeo marbling collection set, 45 ml (pack of 10)",Pebeo,139.16,111.31
harder & steenbeck 0.2mm nozzle set (v2.0) [126834],Harder & Steenbeck,139.02,111.20
"r&f 225d oil pigment stick 188ml, ancient gold",R&F,138.96,111.15
bulk buys MS086-96 Metal/Nylon/Wood Deluxe Paint Brushes - Pack of 96,bulk buys,252.60,110.88
bulk buys Metal/Nylon/Wood Deluxe Paint Brushes - Pack of 96,bulk buys,251.73,110.53
School Smart Interlocked White Bristle Long Hardwood Handle Paint Brush Set 72&#44; Clear,School Smart,258.67,110.33
"OfficeTop Elementary School Trim Paint Brush Assortment, Pack 36",OfficeTop,258.14,110.12
Deco Art 6 packs: 4 ct. (24 total) decoart pastel lights water marbling acrylic paint set,Deco Art,137.43,109.93
Yescom Professional Complete Tattoo Kit 8 Machine Gun 40 Ink Power Supply Grip Tip Set with Case,Yescom,121.90,109.90
"schmincke - horadam aquarell, super- granulation set deep sea, 5 x 15 ml tubes, 74 841 097, wooden box, very strong granulati",Schmincke,137.32,109.84
Magnolia Brush Manufacturers Inc Magnolia Brush 455-2918LH 18 in. Soft Grey Horsehairconcrete Brush,Magnolia Brush Manufacturers Inc,257.88,109.80
Magnolia Brush Manufacturers Inc Magnolia Brush 455-561 White Tampico Water Paint Brush 5 Row,Magnolia Brush Manufacturers Inc,259.85,109.32
"Easy-to-Organize Flat And Round Stubby White Bristle Paint Brush Set, Set 36",Easy-to-Organize,257.12,109.71
t togush 0.2mm 0.3mm airbrush starter kit with compressor and cleaning set color clip 2 gravity airbrushes for model painting,T TOGUSH,136.91,109.51
OfficeTop 18 in. Soft Grey Horsehairconcrete Brush,OfficeTop,257.01,109.45
OfficeTop White Tampico Water Paint Brush 5 Row,OfficeTop,258.97,108.97
"lantern moon interchangable set, heritage sizes 3/3.25mm to 8/5mm",Lantern Moon,135.42,108.32
master airbrush multi-purpose gold airbrushing system kit with portable mini air compressor - gravity feed dual-action airbru,Master Airbrush,135.63,108.49
"psipro 1/5hp airbrush kit with compressor quiet powerful for airbrush paint, nails, tattoo, cake painting,airbrush kit",psipro,135.63,108.49
createx kit-p10 pearl airbrush color set,Createx,135.63,108.49
"U.S. Art Supply pouring masters 12 color special effects 8-ounce pouring paint kit - acrylic ready to pour pre-mixed water based for canvas, ",U.S. Art Supply,135.63,108.49
AW AUTO WORLD auto world 1947 studebaker pick-up truck 1:24 scale diecast model must be at least 21 & older to purchase,AW AUTO WORLD,134.72,107.76
"C.H. Hanson 70343 C.H. Hanson Stencil: Handicap, 48 in Overall Ht, 40 in Overall Wd, 0.125 in Thick, 39 in Message or Symbol Ht",C.H. Hanson,113.99,108.09
Deco Art 6 packs: 4 ct. (24 total) decoart fluid art ready to pour acrylic silver seas paint pack,Deco Art,134.97,107.96
Deco Art 6 packs: 4 ct. (24 total) decoart fluid art ready to pour acrylic neon blast paint pack,Deco Art,134.97,107.96
Deco Art 6 packs: 4 ct. (24 total) decoart fluid art ready-to-pour acrylic galactic,Deco Art,134.97,107.96
"lukas 1862 professional artist oil paint - highly pigmented fine art oil paint for canvas, artists, oil painting, & more! - [",Lukas,133.94,107.14
"PAINTS part 2 | amsterdam standard acrylics, 500ml (pearl red)",PAINTS,133.94,107.14
paasche airbrush h-3-191 airbrush sets,Paasche Airbrush,133.90,107.11
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,133.90,107.11
"paasche airbrush h-set single action siphon feed airbrush set , red",Paasche Airbrush,133.80,107.03
"michael harding artist oil colours, titanium white no.2 (linseed oil), 225ml tube, 102225",Michael Harding,133.63,106.89
"sennelier artists' oil stick, 95ml, primary red",Sennelier,133.63,106.89
"FOLKART 12 pack: folkart multi-surface satin acrylic paint, 8oz.",FOLKART,132.26,105.80
"ruri\'s golden acrylics fluid interference acrylics set 8 colors interference paint blue, gold, green, red, violet (fine), and green-",ruri\'s,132.25,105.79
"r&f 122l encaustic paint 333ml, turkey umber pale",R&F,131.87,105.49
Paasche VLS-202S Airbrush Set with Metal Handle & All Three Heads for VLS,Paasche,245.06,105.15
"LFSUM 6 cup turner for crafts tumbler,multi tumbler spinner machine kit,tumbler turner diy glitter epoxy resin tumblers",LFSUM,131.42,105.13
PaperPerfect 20Pc Artist Brush Set - Pack of 96,PaperPerfect,245.78,104.58
WINSOR & NEWTON windsor & newton artists water 5ml tube 12c set (japan import),WINSOR & NEWTON,130.56,104.44
"diamond dotz coral reef island diamond painting kit 51"" x 25""",Diamond Dotz,130.42,104.33
OPHIR ohpir airbrush kit with mini air compressor & cleaning tools & bag for airbrushing cosmetics tanning tattoo (pink),OPHIR,130.03,104.02
Pen2Paper Interlocked White Bristle Short Handle Paint Brush- Clear- Set - 72,Pen2Paper,241.52,103.47
"School Smart STANISLAUS IMPORTS INC School Smart Interlocked White Bristle Short Handle Paint Brush Set, Assorted Size, Clear, Set of 72",School Smart,165.50,103.44
Auto-Air auto air colors candy2o warm set by spraygunner,Auto-Air,128.88,103.10
"i-beautee 27psi airbrush kit, rechargeable cordless airbrush compressor, dual action handheld airbrush gun, mini airbrush set",I-BEAUTEE,128.87,103.09
Paasche Airbrush H Airbrush Wood Case Set with 3 Heads,Paasche Airbrush,238.94,102.98
Princeton Artist Brush Co NEPTUNE SYN TRAVEL SET/4,Princeton Artist Brush Co,164.34,102.71
"Artists Loft michaels bulk 9 pack: white acrylic gesso by artist's loft, 16oz.",Artists Loft,128.09,102.47
craftnique clear gel stain & glaze diy tintable base (water-based) (gallon),craftnique,127.59,102.07
Princeton Artist Brush Co AQU ELIT SYN KOL TRAVEL SET/4,Princeton Artist Brush Co,162.69,101.68
"lfsum cup turner for crafts tumbler cup spinner machine kit, wood cuptisserie turner diy glitter epoxy tumblers (6x-spinner-b",LFSUM,127.03,101.62
Princeton Artist Brush Co ASPEN TRAVEL BRUSH SET 5PK,Princeton Artist Brush Co,161.66,101.04
Smooth-On glow worm - phosphorescent powder - 6 ounce (yellow-green),Smooth-On,126.08,100.86
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
"FOLKART 6 pack: folkart drizzle pre-mixed fluid pouring acrylic paint, 17.6oz.",FOLKART,125.90,100.72
Craft Smart michaels bulk 8 pack: tempera paint sticks by craft smart,Craft Smart,125.59,100.47
"insparea watercolor trip to spain, watercolor kit with painting book on fabriano paper, for beginners, sketchbook with 17 dif",Insparea,125.49,100.39
old holland oil 40ml cadmium red deep,Old Holland,125.26,100.21
paasche airbrush hs#3-ad airbrush,Paasche Airbrush,124.74,99.71
soho urban artist oil color paint color set of 7 - best valued oil colors for painting and artists with excellent pigment loa,Soho Urban Artist,123.90,99.04
